non-suicidal47,non-suicidal_Poet_1,non-suicidal, you are my bread and the hairline noise of my bones you are almost,14
non-suicidal48,non-suicidal_Poet_1,non-suicidal, the sea you are not stone or molten sound I think you have no hands,15
non-suicidal490,non-suicidal_Poet_7,non-suicidal, And hidden. too. are hoarded griefs Forgotten now as to why or how.     Still—     Silent faces turn     To a watchful clock.,21
non-suicidal495,non-suicidal_Poet_7,non-suicidal, The lilac bloomed. And on a lazy afternoon A long lean cat stalked A singing bird.,16
non-suicidal496,non-suicidal_Poet_7,non-suicidal,     He came home from Petersburg. Footing it down the road with three others Who fell off by the way.,19
non-suicidal498,non-suicidal_Poet_7,non-suicidal, They walked back together And he took off his hat and stood a moment Before going in to supper.   He cleaned the spring.,23
non-suicidal5,non-suicidal_Poet_1,non-suicidal, I could not remember (then) what our purpose was but remembered the name Mahakala. in the dawn in the dawn confronted Shiva. the cold light revealed the "mindborn" worlds. as simply that. I watched them propagated. flowing out.,38
non-suicidal50,non-suicidal_Poet_1,non-suicidal, for crossing tongues (the sand here never shifts) I think tomorrow,11
non-suicidal517,non-suicidal_Poet_8,non-suicidal, One is probably ample. 2 studio; Bedroom; Bath;,7
non-suicidal518,non-suicidal_Poet_8,non-suicidal, Kitchenette: Furnished like a third act passion set: Oriental; Sentimental; They owed two months on the rental. Pink cushions.,19
non-suicidal527,non-suicidal_Poet_8,non-suicidal, The towels were grey. Cups. saucers. Knives. plates. Bottles. glasses In various states,13
non-suicidal528,non-suicidal_Poet_8,non-suicidal, Of vileness. fought for a precarious space in The jumbled world beneath the basin. The basin top was the temporary home Of a corkscrew. scissors. And a brush and comb.,30
non-suicidal532,non-suicidal_Poet_8,non-suicidal, It had a bureau: A double bed With one pillow. and white spread. Their trunks: boxes. A chair.,18
non-suicidal534,non-suicidal_Poet_8,non-suicidal, Sunday noon: Broiling hot. Queenie woke up feeling shot. She lay stretched out on the crumpled bed Naked: slim arms above her head.,23
non-suicidal540,non-suicidal_Poet_8,non-suicidal, Queenie lifted her head A trifle from the bed. “Burrsie!” she piped. Her voice was pitched In a fretful key.,20
non-suicidal541,non-suicidal_Poet_8,non-suicidal, His mouth twitched: He was dangerously still. By enormous power of will. Her eyes filled with a martyred look: She registered grief. and her voice shook.,26
non-suicidal542,non-suicidal_Poet_8,non-suicidal, “Burrsie!” Sharply— “Well?” he inquired. “Brrsie! Queenie is oh. so tired!” His teeth snapped.,14
non-suicidal548,non-suicidal_Poet_8,non-suicidal, Burrs was afraid— Already routed. He tried bluster. “Well!” he shouted. Glaring:,12
non-suicidal559,non-suicidal_Poet_8,non-suicidal, She waited. She lay still. Giving his hands and lips their will. She was cold as ice. all through it: She had him now.,24
non-suicidal561,non-suicidal_Poet_8,non-suicidal, And he almost came. Now. Swift as a snake. She shifted. Her shoulders rose.,14
non-suicidal562,non-suicidal_Poet_8,non-suicidal, Her arm lifted. Down she struck. His tight embrace Gave. His hands covered his face. She leapt up; fled. with hard laughter.,22
non-suicidal563,non-suicidal_Poet_8,non-suicidal, Bleeding at the mouth. He rushed after. “You rotten bitch! I’ll fix you yet!” She grabbed a knife from the kitchenette.,22
non-suicidal564,non-suicidal_Poet_8,non-suicidal, And a brown bottle with a whisky label Then dodged swiftly Around the table. They paused: watched:,17
non-suicidal565,non-suicidal_Poet_8,non-suicidal, Animal-eyed. Furious. From either side. Her face was white as though newly plastered. “You touch me—,17
non-suicidal567,non-suicidal_Poet_8,non-suicidal, “Well—?” It was over. “My sweetie’s bats— But I love her!” Said Burrs drily.,15
non-suicidal570,non-suicidal_Poet_8,non-suicidal, And once for all. I’ll tell you what: The next time you call me a lazy slut. If I find a knife. I’ll damn well use it!— Kick that idea around till you lose it!” Having delivered herself of this.,42
non-suicidal572,non-suicidal_Poet_8,non-suicidal, Sipped; Perfect lipped. Legs crossed: At ease: engrossed. Beautiful.,9
non-suicidal574,non-suicidal_Poet_8,non-suicidal, Double nod. She raised her handsome head; She said: “Burrsie. I think we’re about due For a party:,19
non-suicidal576,non-suicidal_Poet_8,non-suicidal, 1 The gang was there when midnight came. The studio was lit by candle-flame; Dim: mysterious: shrouded. Unbidden shadow-guests swarmed,21
non-suicidal579,non-suicidal_Poet_8,non-suicidal, They rushed forward boldly; Swept Triumphant Across white faces: Wavered. retreated;,11
non-suicidal581,non-suicidal_Poet_8,non-suicidal, They hovered around the glass-filled tray Ravenously. Like birds of prey. White. intense; With mask-like faces,18
non-suicidal585,non-suicidal_Poet_8,non-suicidal, Filled with slime. Her mouth was cruel: A scar In red. That had recently opened and bled.,17
non-suicidal587,non-suicidal_Poet_8,non-suicidal, For fifteen dollars. Glad of the chance To see her dance. Women adored her. Less often. a man:,18
non-suicidal6,non-suicidal_Poet_1,non-suicidal, or. more simply. one mirror reflecting another. then broke the mirrors. you were no longer in sight nor any purpose. stared at this new blackness the mindborn worlds fled. and the mind turned off: a madness. or a beginning?,39
non-suicidal600,non-suicidal_Poet_8,non-suicidal, Behold the Brothers D’Armano: Otherwise. Oscar and Phil. They sang: They played the piano: They functioned together with skill.,20
non-suicidal601,non-suicidal_Poet_8,non-suicidal, They lisped. Their voices were shrill. They were powdered. Rouged. Sleek of hair:,13
non-suicidal602,non-suicidal_Poet_8,non-suicidal, They must have worn Pink silk underwear. They clung together with arms laced Each about the other’s waist: Stood around in anguished poses.,24
non-suicidal603,non-suicidal_Poet_8,non-suicidal, They rated A shower of paper roses; Lavender lights. And the stink of joss. Suffering Moses.,16
non-suicidal604,non-suicidal_Poet_8,non-suicidal, What a loss! Watch Dolores: Dark. tall. Slim. Wrapped in a Spanish shawl;,13
non-suicidal610,non-suicidal_Poet_8,non-suicidal, And the usual two Loud Jew Theatrical managers stood engrossed Bewailing high production cost. Each of them had suffered most.,20
non-suicidal611,non-suicidal_Poet_8,non-suicidal, In twenty minutes both had lost The sum of sixty million dollars— With gestures: After which they sighed. And drank,20
non-suicidal617,non-suicidal_Poet_8,non-suicidal, Exquisite in black; Radiant; Tall; With a face of ivory. And blurred gold for hair:,15
non-suicidal628,non-suicidal_Poet_8,non-suicidal, And what came with you.” she droned— “Meet what brought me in a sea-going hack: The Boy Friend—Mister—Mister— Black! That’s Queenie.,25
non-suicidal629,non-suicidal_Poet_8,non-suicidal, This’s Burrs. Tha’s Jackie—Am I right? My god! There’s Mae! ´Lo. Mae!—I’m tight!” Queenie came forward.,22
non-suicidal644,non-suicidal_Poet_8,non-suicidal, Some legendary fairy queen! She moved off; Left him staring after. Kate burst out in sarcastic laughter. “Well!,18
non-suicidal652,non-suicidal_Poet_8,non-suicidal, It billowed; curled: Swung; swirled: Poured towards the candle flames And broke. Eyes flashed.,14
non-suicidal653,non-suicidal_Poet_8,non-suicidal, Glistened: Everyone talked: Few listened. Crash! A glass smashed;,9
non-suicidal659,non-suicidal_Poet_8,non-suicidal, Ivory arm. The lace that hid The girl’s bosom. rose and quivered: Her petal lips parted: She shivered.,19
non-suicidal660,non-suicidal_Poet_8,non-suicidal, Slowly she drew her arm away: She rose and went towards the glass-filled tray. Kate hailed Burrs like a long-lost brother. And she left Black’s side To be a red-hot Mother.,35
non-suicidal661,non-suicidal_Poet_8,non-suicidal, Queenie saw her going: She stopped the Vic. And put on a record so blue it was sick. She moved forward swiftly: She stood before Black:,26
non-suicidal664,non-suicidal_Poet_8,non-suicidal, and slow. And sweeping: And their rhythm was enough to set you weeping. They stood up straight.,17
non-suicidal669,non-suicidal_Poet_8,non-suicidal, The floor swam underneath. And Queenie did more than her share: She brushed his lips with her hair: She arched inward: She clung:,23
non-suicidal670,non-suicidal_Poet_8,non-suicidal, She pressed Her body on his from knee to breast. It was wonderfully timed. About two steps more.,18
non-suicidal672,non-suicidal_Poet_8,non-suicidal, Their arms dropped. And she fed him a blurred. bewildered glance. She smiled: she whispered: “Our first dance!”,18
non-suicidal673,non-suicidal_Poet_8,non-suicidal, “Let’s get our drinks and sit somewhere.” “Why. yes: if you think Kate wouldn’t care— I don’t want the child to pull my hair!” Queenie took cushions from the double bed. “Do you mind if we sit on the floor?” she said.,45
non-suicidal683,non-suicidal_Poet_8,non-suicidal, You probably just think I’mhard-boiled: A rotter: A rounder: A horrible sort of bounder!” Queenie viewed him with large eyes.,22
non-suicidal687,non-suicidal_Poet_8,non-suicidal, Fervently. Up rose his drink: Up rose her drink. The glasses met with a faint clink. Glass met lip.,19
non-suicidal690,non-suicidal_Poet_8,non-suicidal, They unlocked: They came up for air. Their eyes blurred: The room rocked: They peered here and there.,18
non-suicidal692,non-suicidal_Poet_8,non-suicidal, And her jaw dropped. “Well! May Jesus give me grace! He’s mushin’ it up with your angel-face!” “Yeah?” said Burrs.,22
non-suicidal695,non-suicidal_Poet_8,non-suicidal, The candles flared: the shadows sprang tall. Leapt goblin-like from wall to wall; Excited: Delighted: Mimicking those invited.,19
non-suicidal7,non-suicidal_Poet_1,non-suicidal, for Alan This. then. is the gift the world has given me (you have given me) softly the snow cupped in hollows,22
non-suicidal70,non-suicidal_Poet_2,non-suicidal, on the distant hill for the caged bird sings of freedom.,11
non-suicidal700,non-suicidal_Poet_8,non-suicidal, The other was bolder: It ran white fingers through his long black hair. Then fondled his throat. And rested there. Phil’s hands played on with agile grace.,28
non-suicidal704,non-suicidal_Poet_8,non-suicidal, His face in his hands. He cried. “There—there!” soothed Phil: He embraced him; He sighed.,16
non-suicidal707,non-suicidal_Poet_8,non-suicidal, To the one with whom they sided. They grinned: Egged them on: Cheered: laughed: derided. Finally Phil:,17
non-suicidal708,non-suicidal_Poet_8,non-suicidal, “Go to hell. then. will you?” Cried Oscar: “Oh. you beast!— I’ll kill you!” And he leapt on him. then and there. They slapped:,25
non-suicidal72,non-suicidal_Poet_2,non-suicidal, Old adobe bricks. washed of Whiteness. paled to umber. Await another century. Star Jasmine and old vines Lay claim upon the ghosted land.,23
non-suicidal720,non-suicidal_Poet_8,non-suicidal, I wish I had Never been Born! (I told you. Born) She had those,14
non-suicidal721,non-suicidal_Poet_8,non-suicidal, Kiss-me eyes And lips— What legs! What a pair of hips! I never had,15
non-suicidal724,non-suicidal_Poet_8,non-suicidal, Get out your Handkerchiefs. Brothers and Sisters and— Mourn!,9
non-suicidal728,non-suicidal_Poet_8,non-suicidal, And the voice was angry. Sepulchral Deep: “Cut out that noise! I want to sleep!” Silence.,16
non-suicidal729,non-suicidal_Poet_8,non-suicidal, For a moment’s fraction: The silence of stupefaction. Then they growled; Howled: They took action.,16
non-suicidal73,non-suicidal_Poet_2,non-suicidal, Then quiet pools whisper Private childhood secrets. Flush on inner cottage walls Antiquitous faces. Used to the gelid breath,19
non-suicidal732,non-suicidal_Poet_8,non-suicidal, Night. And against this night. the steep Black neighboring walls Shot up out of sight: Sinister: silent:,17
non-suicidal733,non-suicidal_Poet_8,non-suicidal, Cold. Asleep. They peered up the slanting face of stone. Across the gulf A window shone:,16
non-suicidal734,non-suicidal_Poet_8,non-suicidal, Square: yellow: And they shrieked— “There’s the fellow!” A man’s figure appeared. Stood set,16
non-suicidal735,non-suicidal_Poet_8,non-suicidal, Against the light in silhouette. Again the voice: “Cut out that noise!” “You bastard! Who the hell are you?” “My god! It’s only half-past two!”,27
non-suicidal736,non-suicidal_Poet_8,non-suicidal, “Pull in your neck!— ” “Go soak your head—!” Were among the more polite things people said. “You’re keeping decent people awake!” “Aw. shut up! So’s your Uncle Jake!”,30
non-suicidal737,non-suicidal_Poet_8,non-suicidal, “Decent?” roared Eddie. “Yes— Decent. I said!” “Come here and I’ll break your lousy head! You cock-eyed son-of-a-bitching scut!,24
non-suicidal74,non-suicidal_Poet_2,non-suicidal, Of old manors. glare disdainfully Over breached time. Around and through these Cold phantasmatalities. He walks. insisting,17
non-suicidal740,non-suicidal_Poet_8,non-suicidal, The silhouette disappeared. The victors cat-called: Hissed: Jeered. The light across the way went out.,16
non-suicidal741,non-suicidal_Poet_8,non-suicidal, They pulled in their heads. They stood about. They grinned. With lurid epithets. They said what they thought of silhouettes.,20
non-suicidal743,non-suicidal_Poet_8,non-suicidal, “Say. you’re swell!” “‘Be quiet.youse—’! Say!— Let’s raise hell!” Burrs turned.,14
non-suicidal75,non-suicidal_Poet_2,non-suicidal, To the languid air. Activity. music. A generosity of graces. His lupin fields spurn old Deceit and agile poppies dance,20
non-suicidal750,non-suicidal_Poet_8,non-suicidal, Her white cheeks tinted. So Burrs Felt the spurs! Swell! She’d give him a gaudy taste of hell!,19
non-suicidal751,non-suicidal_Poet_8,non-suicidal, “You know what I mean! Lay off that guy!” “Why?” “Because I tell you to!” “Yeah?—And who the hell are you!” A pause.,24
non-suicidal753,non-suicidal_Poet_8,non-suicidal, Gave it a twist. She flinched. And made a low wail. Black stepped up: He was ghastly pale:,18
non-suicidal756,non-suicidal_Poet_8,non-suicidal, White arms encircled swollen necks: Blurred faces swam together: locked Red hungry lips: Closed eyes: Rocked.,16
non-suicidal76,non-suicidal_Poet_2,non-suicidal, In golden riot. Each day is Fulminant. exploding brightly Under the gaze of his exquisite Sires. frozen in the famed paint Of dead masters. Audacious,25
non-suicidal764,non-suicidal_Poet_8,non-suicidal, They clung: They kissed. Shortly. they left together: Unmissed. The bedroom door swung open wide.,15
non-suicidal769,non-suicidal_Poet_8,non-suicidal, They played a duet. Their fingers slipped: Their fingers stuck. Mangled the jarring notes they struck. They clattered:,18
non-suicidal770,non-suicidal_Poet_8,non-suicidal, They rumbled; The rhythm was staggered and stumbled. Through all this sound The Victrola kept flinging Dim snatches,18
non-suicidal771,non-suicidal_Poet_8,non-suicidal, That had no end. No beginning. Three couples circled Slowly: Clinging.,11
non-suicidal783,non-suicidal_Poet_8,non-suicidal, As nice as a man could be. He was sweet to me. I was sick. and awfully lonely. And tired. I had no show. And Burrs is the sort who pretends,31
non-suicidal784,non-suicidal_Poet_8,non-suicidal, He wants to just be friends. I was only sixteen; how could I know?” She shrugged: “It seems ages ago.” Her mouth drooped.,23
non-suicidal785,non-suicidal_Poet_8,non-suicidal, Her lashes fell. “You’ve no idea. I’ve been through hell. What good does it do To say I’m through? Who have I got to turn to?”,29
non-suicidal786,non-suicidal_Poet_8,non-suicidal, Bravely she smiled. Poor. battered child! Tears filled his eyes to overflowing. He turned his head To keep them from showing.,21
non-suicidal787,non-suicidal_Poet_8,non-suicidal, He cleared his throat: His eyebrows met: “You’ve got me—always! Don’t forget.” “Dear boy!” she whispered.,19
non-suicidal788,non-suicidal_Poet_8,non-suicidal, Her finger tips Rose in his hand. and met his lips. From time to time. lying on the bed With Kate. Burrs raised a dishevelled head And scowled at blurred gold hair on a pair,35
non-suicidal789,non-suicidal_Poet_8,non-suicidal, Of wavering knees. The edge of the chair Cut off the rest. What went on there! Burrs trembled: He felt sick.,21
non-suicidal79,non-suicidal_Poet_2,non-suicidal, Since you black. don't stick around. Food is gone. the rent is due. Curse and cry and then jump two. All the people out of work. Hold for three. then twist and jerk.,34
non-suicidal792,non-suicidal_Poet_8,non-suicidal, A candle guttered; its flame died: The shadows rushed in from every side; A sinister. swift procession. Taking grim possession. The noise dropped to a strange. jumbling.,27
non-suicidal793,non-suicidal_Poet_8,non-suicidal, Low-pitched sound. like distant mumbling. Over this blur the Victrola threw Incessant music. soft and blue. Under the grand piano were curled Oscar and Phil. dead to the world.,30
non-suicidal794,non-suicidal_Poet_8,non-suicidal, They sprawled like corpses. Their pinched faces Showed ghastly white in unrouged places. “Everyone elsh’s awful tight: Yessir!”,19
non-suicidal796,non-suicidal_Poet_8,non-suicidal, Twenny-five. thirty—still feel f-fine! Yesshir!” Said Jackie. “So wassha use drinkin’? Makesh me mad!,17
non-suicidal798,non-suicidal_Poet_8,non-suicidal, He mumbled something— No one knew what. His mouth opened. and his face grew haggard: He lurched forward:,18
non-suicidal799,non-suicidal_Poet_8,non-suicidal, Swayed: Staggered: Put out a hand. Found nothing to hold. Sank to the floor,14
non-suicidal80,non-suicidal_Poet_2,non-suicidal, Cross the line. they count you out. That's what hopping's all about. Both feet flat. the game is done. They think I lost. I think I won.,29
non-suicidal800,non-suicidal_Poet_8,non-suicidal, And passed out cold. Nadine. Mae’s kid sister. Vanished. No one missed her.,14
non-suicidal801,non-suicidal_Poet_8,non-suicidal, Suddenly a scream shot out: “No! No!” Heads lifted. peered about. Again the scream of fear: “Mae!”,17
non-suicidal802,non-suicidal_Poet_8,non-suicidal, Mae leapt up. swaying. Nadine lay On the floor. half hidden by a man in grey. Her slim legs kicked. She tried to seize,24
non-suicidal803,non-suicidal_Poet_8,non-suicidal, Her skirt and pull it down to her knees. Mae rushed forward: “Eddie!” But he was there already. His hand swept down; his grip grew tight,26
non-suicidal804,non-suicidal_Poet_8,non-suicidal, On the man’s neck. His knuckles showed white. His shoulders heaved. With one drag He pulled the man up like a limp rag. The man’s head rolled from side to side:,33
non-suicidal805,non-suicidal_Poet_8,non-suicidal, He stared at Eddie. vacant-eyed. “You bastard. you! Foolin’ with a kid!” Snarled Eddie: “I’ll show yuh!” And he did. His shoulders swung:,25
non-suicidal806,non-suicidal_Poet_8,non-suicidal, His fist drew back. Shot out. struck With a dull smack. Back went the man’s head:,17
non-suicidal807,non-suicidal_Poet_8,non-suicidal, He spun where he stood: He fell flat. and lay there. His face oozing blood. The bystanders murmured in awe. Eddie thrust out his jaw.,25
non-suicidal808,non-suicidal_Poet_8,non-suicidal, A woman laughed: His ear caught the sound: He snarled. Ducked his head. Swung swiftly around.,16
non-suicidal81,non-suicidal_Poet_2,non-suicidal, FOR BAILEY We were entwined in red rings Of blood and loneliness before The first snows fell Before muddy rivers seeded clouds,22
non-suicidal810,non-suicidal_Poet_8,non-suicidal, Slowly he circled each fist. He crouched: His eyes shone red: Grimly he said: “Foolin’ with a kid!”,18
non-suicidal816,non-suicidal_Poet_8,non-suicidal, The bottle glittered. Flashed. Crashed On Eddie’s head: Smashed.,10
non-suicidal82,non-suicidal_Poet_2,non-suicidal, Above a virgin forest. and Men ran naked. blue and black Skinned into the warm embraces Of Sheba. Eve and Lilith. I was your sister.,25
non-suicidal824,non-suicidal_Poet_8,non-suicidal, Her eyes shut. Her breathing grew deep. Her lips parted. And she lay asleep. Burrs had been watching.,18
non-suicidal83,non-suicidal_Poet_2,non-suicidal, You left me to force strangers Into brother molds. exacting Taxations they never Owed or could ever pay. You fought to die. thinking,23
non-suicidal833,non-suicidal_Poet_8,non-suicidal, 7 Now. Outside. in the night. A window suddenly blazed with light. The silhouette again.,14
non-suicidal837,non-suicidal_Poet_8,non-suicidal, A strong one: Then suddenly felt unstable. The room blurred. The room receded. Another drink was what he needed!,19
non-suicidal84,non-suicidal_Poet_2,non-suicidal, In destruction lies the seed Of birth. You may be right. I will remember silent walks in Southern woods and long talks In low voices,25
non-suicidal843,non-suicidal_Poet_8,non-suicidal, Till it hurt. There! Now! He felt much better. He couldn’t get drunk.,14
non-suicidal847,non-suicidal_Poet_8,non-suicidal, Him. She had played: she had won— But she was caught! Her body ached madly at the thought. What a man this was!,23
non-suicidal848,non-suicidal_Poet_8,non-suicidal, He seemed able to bring her Heart leaping up with a touch of his finger. She smiled Like a child In its sleep.,23
non-suicidal849,non-suicidal_Poet_8,non-suicidal, His hand left her hair. It began to creep With gently moving finger tips Over her eyes:,17
non-suicidal85,non-suicidal_Poet_2,non-suicidal, Shielding meaning from the big ears Of overcurious adults. You may be right. Your slow return from Regions of terror and bloody,22
non-suicidal851,non-suicidal_Poet_8,non-suicidal, Lightly his hand began to float Over the smooth white skin Of her chin.,14
non-suicidal852,non-suicidal_Poet_8,non-suicidal, Then suddenly came to rest With its palm pressed Soft and hot on the pulse of her slender throat.,19
non-suicidal856,non-suicidal_Poet_8,non-suicidal, His fingers ached To feel fresh. Cool flesh. His hand waked. It discovered her shoulders:,15
non-suicidal86,non-suicidal_Poet_2,non-suicidal, Screams. races my heart. I hear again the laughter Of children and see fireflies Bursting tiny explosions in An Arkansas twilight.,21
non-suicidal860,non-suicidal_Poet_8,non-suicidal, He did not dare. Then his hot hand Cupped her breast Suddenly; And came to rest.,16
non-suicidal861,non-suicidal_Poet_8,non-suicidal, Ecstatic: frightened. Bur her hand covered his. And tightened. She gasped. Started:,12
non-suicidal866,non-suicidal_Poet_8,non-suicidal, Their bodies stiffened; And their cheeks sank in. Tighter! Tighter! Their faces hardened.,13
non-suicidal87,non-suicidal_Poet_2,non-suicidal, She came home running back to the mothering blackness deep in the smothering blackness white tears icicle gold plains of her face She came home running,26
non-suicidal870,non-suicidal_Poet_8,non-suicidal, They stood up. clinging: They kissed. They drew apart. She took his wrist And put that arm about her waist;,20
non-suicidal871,non-suicidal_Poet_8,non-suicidal, Then hers about his. So. tightly laced. They stood. Her head dropped on his shoulder. “I love you!” he told her.,21
non-suicidal872,non-suicidal_Poet_8,non-suicidal, She smiled dimly: They kissed. The room was hung with amber mist. Exultant-eyed.,14
non-suicidal873,non-suicidal_Poet_8,non-suicidal, Side by side. They floated dream-like across the floor Towards the bedroom door. No one stared:,17
non-suicidal874,non-suicidal_Poet_8,non-suicidal, No one cared. Burrs—? To hell with him! As they passed the bed She glimpsed his head,17
non-suicidal875,non-suicidal_Poet_8,non-suicidal, Face up. White. Dim: Eyes closed; Dishevelled of hair:,9
non-suicidal876,non-suicidal_Poet_8,non-suicidal, Mouth open: Throat bare. The door opened. It closed behind them. Jet-black darkness swept up to blind them.,19
non-suicidal877,non-suicidal_Poet_8,non-suicidal, And the air was strangely fresh and sweet. They stood blinking: They swayed on their feet; And blank silence wrapped them in. Little by little the dark grew thin.,29
non-suicidal88,non-suicidal_Poet_2,non-suicidal, She came down creeping here to the black arms waiting now to the warm heart waiting rime of alien dreams befrosts her rich brown face She came down creeping,29
non-suicidal89,non-suicidal_Poet_2,non-suicidal, She came home blameless black yet as Hagar’s daughter tall as was Sheba’s daughter threats of northern winds die on the desert’s face She came home blameless,30
non-suicidal901,non-suicidal_Poet_9,non-suicidal, But flaming buffoons. Pile rubbish. all the rubbish in a heap. And like Savonarola. to the sound of hymns. Into the fire with it…. Whom should we fear? When the mundiculi of puny souls have become—worlds.,37
non-suicidal903,non-suicidal_Poet_9,non-suicidal, You are still whimpering lavishly. Dunderheads! Isn’t yesterday crushed. like a dove By a motor Emerging madly from the garage?,21
non-suicidal905,non-suicidal_Poet_9,non-suicidal, and screamed: you're insane! and with whoops of fear beat the eardrums ringing like diamond cards.,17
non-suicidal906,non-suicidal_Poet_9,non-suicidal, Quiet please. Don't slam the door. Dear Sir... Four very simple letters: – dead.,14
non-suicidal908,non-suicidal_Poet_9,non-suicidal, On the tops of aspens and pines!” But she. alas. Red-feathered. A long-long time ago flew off to the lakes Of the distant sky.,26
non-suicidal909,non-suicidal_Poet_9,non-suicidal, The riot's crimson finger pokes Into the map of both hemispheres: “Here! Here! Here!” Death gropes every hole,19
non-suicidal914,non-suicidal_Poet_10,non-suicidal, Owe. themselves. their youth to thee Without whom we may possess Much. but never happiness.,15
non-suicidal916,non-suicidal_Poet_10,non-suicidal, The vernal thrill. And thine beneath the rueful yew Is wintry chill.,12
non-suicidal918,non-suicidal_Poet_10,non-suicidal, To lettered fame not unfamiliar: there Crave rest and shelter of a scholiast fair. Who dwelleth in a world of old romance. Magic emprise and faery chevisaunce. Tell her. that he who made thee. years ago.,36
non-suicidal925,non-suicidal_Poet_10,non-suicidal, NO courtier this. and naught to courts he owed. Fawned not on thrones. hymned not the great and callous. Yet. in one strain. that few remember. showed He had the password of King Oberon's palace. And seeing a London seamstress's gray fate.,44
non-suicidal929,non-suicidal_Poet_10,non-suicidal, Heir of the riches of the whole world's rhyme. Dow'r'd with the Doric grace. the Mantuan mien. With Arno's depth and Avon's golden sheen; Singer to whom the singing ages climb. Convergent;-if the youngest of the choir,43
non-suicidal932,non-suicidal_Poet_10,non-suicidal, Thy treasuries. if thou canst hear the wail Of women martyred by the turbaned crew. Whose tenderest mercy was the sword that slew. And lift no hand to wield the purging flail? We deemed of old thou held'st a charge from Him,43
non-suicidal933,non-suicidal_Poet_10,non-suicidal, Who watches girdled by his seraphim. To smite the wronger with thy destined rod. Wait'st thou his sign? Enough. the unanswered cry Of virgin souls for vengeance. and on high The gathering blackness of the frown of God!,39
non-suicidal936,non-suicidal_Poet_10,non-suicidal, 'What is to be. will be.' His craft she reeled and staggered. But he headed her for the hithe. In a storm that threatened to mow her down As grass is mown by the scythe;,35
non-suicidal939,non-suicidal_Poet_10,non-suicidal, Britain's Pride . And ever 'Hold on till daybreak!' Across the night they cried. Slowly melted the darkness.,18
non-suicidal94,non-suicidal_Poet_2,non-suicidal, The Rock cries out to us today. You may stand upon me. But do not hide your face.,18
non-suicidal943,non-suicidal_Poet_10,non-suicidal, Britain's Pride .,3
non-suicidal946,non-suicidal_Poet_10,non-suicidal, Just for a day you crossed my life's dull track. Put my ignobler dreams to sudden shame. Went your bright way. and left me to fall back On my own world of poorer deed and aim; To fall back on my meaner world. and feel,46
non-suicidal948,non-suicidal_Poet_11,non-suicidal, Then journeyed home. to carry in his soul The torment of the difference till he die.,16
non-suicidal949,non-suicidal_Poet_11,non-suicidal, I go back up to the hills (they shimmer with wheat bent by the August breeze). Silvestro. dear friend. you deliver me To all things past. to the stress and toil That wears the stone smooth over the grain.,39
